customer_id,name,months_as_customer,age,country,street_addrees,city,state,state_code,insured_zip,email_address,phone_number,insured_sex,national_id,creditcard_number,creditcard_type,creditcard_exp,creditcard_cvv,insured_education_level,insured_hobbies,insured_relationship,insured_occupation,marital_status,customer_lifetime_value,no_of_policies,no_of_closed_complaints,no_of_communications,no_of_complaints,no_of_open_complaints
OJWJEAT,Frank Duff,29,25,US,105 B Post Office Drive,Aptos,California,CA,464959,eframptonoo@vimeo.com,254-559-8164,MALE,233-44-0857,3.09E+15,JCB,21-Nov,3135,Masters,skydiving,own-child,farming-fishing,Married,5275.056933,1,2,0,5,0
NLVA6DR,Judy Bentley,295,48,US,1515 SR-138,Conyers,Georgia,GA,439787,eframptonoo@vimeo.com,678-591-9270,FEMALE,245-52-0558,6.01E+15,Discover,22-Jun,4765,College,kayaking,wife,machine-op-inspct,Married,5275.056933,1,2,0,5,0
QZ0TSJY,Eldon Lund,239,42,US,1650 W Northern Lights Blvd,Anchorage,Alaska,AK,464839,eframptonoo@vimeo.com,404-902-9893,MALE,219-54-9853,3.09E+15,JCB,23-Jul,7927,College,reading,not-in-family,exec-managerial,Married,5275.056933,1,2,0,5,0
79X1UH0,Karen Arriola,269,41,US,2181 Wealthy SE,Grand Rapids,Michigan,MI,448984,dmagauranm6@chicagotribune.com,717-545-2830,FEMALE,167-79-1564,4.11E+15,VISA,18-Dec,8236,College,yachting,not-in-family,protective-serv,Married,3573.291869,1,0,2,8,1
6DFJTKV,James Searles,80,27,US,1695 Hanes Mall Blvd.,Winston-Salem,North Carolina,NC,440327,dmagauranm6@chicagotribune.com,850-236-4376,FEMALE,824-13-9619,3.00E+13,Diners Club,23-May,2293,College,exercise,unmarried,tech-support,Married,3573.291869,1,0,2,8,1
UMR09BY,Michele Prewitt,279,41,US,18730 E Hampden Ave,Aurora,Colorado,CO,460742,dmagauranm6@chicagotribune.com,408-951-1463,FEMALE,776-17-8493,3.09E+15,JCB,19-Oct,5397,JD,bungie-jumping,husband,prof-specialty,Married,3573.291869,1,0,2,8,1
98WAKZW,Tracey Melo,165,33,US,1400 Tuskawilla Road,Winter Springs,Florida,FL,446895,sringrose4e@devhub.com,323-613-4367,FEMALE,631-64-4369,3.70E+14,American Express,21-Dec,5325,Associate,kayaking,other-relative,tech-support,Married,7679.677721,9,0,9,1,0
ONDDZD4,Andrew Polk,350,54,US,1401 East Boulevard,Charlotte,North Carolina,NC,609374,sringrose4e@devhub.com,407-497-8617,MALE,785-01-0157,3.70E+14,American Express,20-Jul,2776,College,basketball,wife,other-service,Married,7679.677721,9,0,9,1,0
N0O34E3,Jimmy Becnel,295,49,US,15000 US 31,Grand Haven,Michigan,MI,451672,sringrose4e@devhub.com,718-586-7172,MALE,345-10-1011,4.11E+15,VISA,18-Oct,8959,College,kayaking,husband,prof-specialty,Married,7679.677721,9,0,9,1,0
KKS97QH,Sherie Ibrahim,464,61,US,1 West Flatiron Circle,Broomfield,Colorado,CO,604450,lmableymm@yahoo.co.jp,214-501-0431,FEMALE,352-05-4720,4.11E+15,VISA,20-Jul,9952,Associate,basketball,husband,prof-specialty,Married,4783.917752,1,0,7,5,0
XPFM9JN,Ruby Phillips,118,28,US,1045 N Hill Rd,Pickerington,Ohio,OH,432896,lmableymm@yahoo.co.jp,212-160-2937,FEMALE,691-95-5350,3.09E+15,JCB,19-Oct,6027,High School,camping,own-child,handlers-cleaners,Married,4783.917752,1,0,7,5,0
OAPCSI2,Eddie Mcconville,298,47,US,20111 Hwy 19,Cranberry Township,Pennsylvania,PA,618929,lmableymm@yahoo.co.jp,480-944-0051,FEMALE,249-29-7382,4.11E+15,VISA,20-May,538,PhD,basketball,other-relative,machine-op-inspct,Married,4783.917752,1,0,7,5,0
7LZ66TL,Jose Gardner,87,31,US,1501 East Broad Street,Statesville,North Carolina,NC,451312,teardleymf@desdev.cn,202-933-6749,FEMALE,642-64-0569,6.01E+15,Discover,20-Mar,5729,Masters,chess,husband,sales,Married,4171.18715,1,2,6,7,0
QQUQ22S,Samuel Arrington,261,42,US,2110 W Great Neck Rd,Virginia Beach,Virginia,VA,605141,teardleymf@desdev.cn,251-233-4800,FEMALE,681-50-1390,3.09E+15,JCB,21-Dec,3999,College,video-games,unmarried,prof-specialty,Married,4171.18715,1,2,6,7,0
7ZH98V8,Donald Chambers,453,60,US,2055 W Grand River Ave,Okemos,Michigan,MI,459504,teardleymf@desdev.cn,281-911-0111,MALE,729-17-6217,3.70E+14,American Express,22-Aug,9671,PhD,dancing,unmarried,craft-repair,Married,4171.18715,1,2,6,7,0
GKI1EWW,Katie Cabello,210,41,US,2244 North Rock Road Court,Wichita,Kansas,KS,432781,scloughton3d@samsung.com,781-864-0976,MALE,153-17-3771,3.09E+15,JCB,23-Apr,1433,High School,polo,other-relative,exec-managerial,Married,3341.6835,3,0,7,5,5
8JX5FMR,Brian Makris,168,32,US,100 Expressway 83,Brownsville,Texas,TX,452748,scloughton3d@samsung.com,408-365-3664,MALE,534-39-9683,3.70E+14,American Express,21-Mar,4199,MD,camping,own-child,protective-serv,Married,3341.6835,3,0,7,5,5
G18F1ZC,Cynthia Bennett,390,51,US,2221 Palo Verde Ave,Long Beach,California,CA,618316,idoughered@mtv.com,804-515-0809,MALE,310-59-5618,4.11E+15,VISA,19-Nov,2675,Associate,reading,other-relative,armed-forces,Single,2855.687705,1,0,5,5,0
TWLD300,Anita Lyles,258,46,US,2005 North Ocean Blvd,Myrtle Beach,South Carolina,SC,455365,idoughered@mtv.com,217-539-8007,MALE,180-67-1837,3.00E+13,Diners Club,19-Apr,9066,MD,hiking,other-relative,machine-op-inspct,Single,2855.687705,1,0,5,5,0
XTOGLLZ,Chrystal Isaacson,107,31,US,10604 S. Eastern Avenue,Henderson,Nevada,NV,470603,rachelb@intel.com,603-139-6797,FEMALE,202-65-7082,6.01E+15,Discover,22-May,769,PhD,bungie-jumping,other-relative,machine-op-inspct,Married,8417.159538,7,0,2,3,0
NIIFW0G,Janie Warner,225,41,US,1701 California Street,Denver,Colorado,CO,475292,rachelb@intel.com,786-322-7916,MALE,120-48-8679,4.11E+15,VISA,22-Jun,4114,High School,exercise,unmarried,exec-managerial,Married,8417.159538,7,0,2,3,0
G6VBH5L,Nikki Cutrona,164,38,US,1152 Commerce Blvd.,Dickson City,Pennsylvania,PA,467743,bdevonsd8@bbc.co.uk,504-199-7396,FEMALE,697-67-2302,3.09E+15,JCB,18-Sep,3897,PhD,yachting,not-in-family,transport-moving,Single,4471.778239,1,0,2,2,0
DKA5JOD,Warren Morris,245,39,US,1505 W 5th Ave,Columbus,Ohio,OH,460675,bdevonsd8@bbc.co.uk,707-606-3204,FEMALE,768-98-5507,3.70E+14,American Express,22-Aug,2946,Associate,camping,husband,adm-clerical,Single,4471.778239,1,0,2,2,0
GYOBTRE,Elizabeth Allison,255,41,US,200 State Road 312,St. Augustine,Florida,FL,618123,bdevonsd8@bbc.co.uk,212-426-4349,MALE,185-92-3971,3.70E+14,American Express,19-Mar,922,High School,board-games,other-relative,priv-house-serv,Single,4471.778239,1,0,2,2,0
708E22M,Charles Kanahele,206,36,US,10130 South State St,Sandy,Utah,UT,607452,ksnarttax@ning.com,901-962-1268,FEMALE,814-66-4957,6.01E+15,Discover,19-Apr,6775,MD,video-games,other-relative,other-service,Married,2581.022016,1,0,4,7,0
DKW8TRU,Frank Cato,203,38,US,12197 Sunset Hills Rd,Reston,Virginia,VA,606352,ksnarttax@ning.com,816-783-8375,FEMALE,394-17-0448,3.00E+13,Diners Club,22-Jun,2813,Masters,skydiving,not-in-family,other-service,Married,2581.022016,1,0,4,7,0
W44CRJG,Brandon Shaffner,22,25,US,125 Barrington Town Square Drive,Aurora,Ohio,OH,603527,ksnarttax@ning.com,786-884-2955,FEMALE,395-23-4944,4.11E+15,VISA,20-Apr,5625,College,movies,other-relative,prof-specialty,Married,2581.022016,1,0,4,7,0
ERKPXYG,Irene Martin,211,35,US,1161 Harrison Ave.,Centralia,Washington,WA,445601,hsweeneyhg@hhs.gov,518-900-4224,FEMALE,579-68-1861,3.00E+13,Diners Club,22-Dec,1961,JD,paintball,not-in-family,prof-specialty,Single,9101.523916,7,2,4,4,0
PWEM2MG,Anthony Hamrick,206,39,US,1192 East Rt. 70,Cherry Hill,New Jersey,NJ,603948,dwalcher6j@w3.org,810-541-6705,MALE,400-74-8268,4.11E+15,VISA,21-Nov,2326,JD,dancing,unmarried,craft-repair,Married,6425.709981,1,2,3,6,0
G1V70ZS,Michael Harrington,166,38,US,20516 Devonshire Street,Chatsworth,California,CA,435758,dbutrimovicha6@abc.net.au,830-358-3676,MALE,229-36-8528,3.00E+13,Diners Club,22-Nov,3061,MD,video-games,unmarried,protective-serv,Single,4656.665064,3,0,4,9,2
1YLULT6,Josie Carter,165,32,US,1 Walden Avenue,Cheektowaga,New York,NY,611586,dbutrimovicha6@abc.net.au,727-745-3673,FEMALE,469-24-7817,4.11E+15,VISA,23-Nov,2370,High School,exercise,own-child,tech-support,Single,4656.665064,3,0,4,9,2
JIIJJB5,Patricia Thomas,274,43,US,10590 Perry Highway,Wexford,Pennsylvania,PA,465263,dbutrimovicha6@abc.net.au,210-680-3020,MALE,475-99-7528,4.11E+15,VISA,19-Apr,6407,College,basketball,wife,farming-fishing,Single,4656.665064,3,0,4,9,2
OS79VW6,Dennis Hughes,81,28,US,1525 Cypress Creek Road,Cedar Park,Texas,TX,617858,mgrimsdalebv@berkeley.edu,330-521-7060,FEMALE,855-57-1842,4.11E+15,VISA,20-Aug,977,Masters,sleeping,husband,sales,Divorced,2666.05454,1,1,5,0,0
6X50CCJ,Duane Driscoll,280,45,US,208 Sepulveda Blvd.,Carson,California,CA,607889,mgrimsdalebv@berkeley.edu,540-903-5171,MALE,404-89-9135,3.70E+14,American Express,23-May,5289,JD,camping,wife,machine-op-inspct,Divorced,2666.05454,1,1,5,0,0
7VWFLIF,Craig Wattles,194,39,US,1509 Wadsworth Blvd,Lakewood,Colorado,CO,455689,mgrimsdalebv@berkeley.edu,904-561-6406,MALE,102-65-6093,3.09E+15,JCB,22-Oct,2384,Masters,paintball,own-child,adm-clerical,Divorced,2666.05454,1,1,5,0,0
GOHXDFZ,Evelyn Day,112,27,US,2 Fairfield Boulevard,Ponte Vedra,Florida,FL,450341,lmerrydewp0@who.int,214-426-6253,FEMALE,447-88-4299,3.00E+13,Diners Club,18-Jun,4801,Masters,exercise,unmarried,tech-support,Married,5918.066128,3,2,7,5,0
7PSM4YO,Neva Wilson,24,33,US,1130 N Loop 1604 West,San Antonio,Texas,TX,431277,lmerrydewp0@who.int,512-413-1309,FEMALE,421-36-1224,3.70E+14,American Express,22-Jul,5336,High School,skydiving,wife,machine-op-inspct,Married,5918.066128,3,2,7,5,0
WPXID5O,Carl Doherty,93,32,US,200 Miracle Mile,Coral Gables,Florida,FL,454656,lmerrydewp0@who.int,801-633-3713,MALE,897-18-1654,6.01E+15,Discover,22-Oct,9818,PhD,basketball,unmarried,exec-managerial,Married,5918.066128,3,2,7,5,0
8PUS88B,Donna Weddle,171,34,US,1702 NW Chipman Road,Lee's Summit,Missouri,MO,605169,jhullspl@mlb.com,951-707-6193,FEMALE,813-39-0747,6.01E+15,Discover,22-Mar,6780,College,yachting,other-relative,exec-managerial,Single,10083.48688,2,0,0,2,0
O0LYO00,Elfriede Laudat,200,40,US,"2225 Georgia Avenue, NW",Washington,Washington DC,DC,444822,lcurraom3@sourceforge.net,412-705-9292,FEMALE,218-67-7428,4.11E+15,VISA,20-Sep,9101,High School,exercise,other-relative,sales,Single,14558.42424,2,2,5,3,0
ALL7XGU,Glenda Peters,120,28,US,2001 McHenry Ave,Modesto,California,CA,447442,lcurraom3@sourceforge.net,561-522-3802,FEMALE,584-68-8278,3.09E+15,JCB,20-Apr,1709,PhD,golf,not-in-family,tech-support,Single,14558.42424,2,2,5,3,0
SIEJ8ZP,Tim Jarrell,325,46,US,1701 Jackson St,Golden,Colorado,CO,474360,bchillesmy@edublogs.org,323-823-5424,FEMALE,383-09-0435,3.70E+14,American Express,22-Jul,1655,High School,basketball,wife,prof-specialty,Single,2750.540853,1,0,2,2,0
Q0MKB09,John Henderson,124,32,US,1 Snowshoe Dr,Snowshoe,West Virginia,WV,447925,bchillesmy@edublogs.org,901-706-5154,FEMALE,586-56-4627,3.70E+14,American Express,18-Jun,6953,MD,hiking,not-in-family,other-service,Single,2750.540853,1,0,2,2,0
OSDWEB0,Lori Whaley,211,35,US,14276 Ocean Hwy,Pawleys Island,South Carolina,SC,451586,schurchillnv@hostgator.com,704-911-7289,MALE,145-90-4852,6.01E+15,Discover,21-Aug,3680,Masters,camping,other-relative,machine-op-inspct,Divorced,8605.495006,7,0,0,6,1
1FLE9Y6,Wilson Hunt,287,41,US,20905 Southshore Blvd.,League City,Texas,TX,477519,schurchillnv@hostgator.com,203-548-0661,MALE,594-12-1609,3.70E+14,American Express,20-Apr,4448,Masters,video-games,wife,transport-moving,Divorced,8605.495006,7,0,0,6,1
F0TR4K3,Sara Lafarge,122,34,US,1935 S. Campbell,Springfield,Missouri,MO,603639,schurchillnv@hostgator.com,830-745-2002,MALE,313-48-7750,4.11E+15,VISA,22-Sep,2058,PhD,video-games,own-child,machine-op-inspct,Divorced,8605.495006,7,0,0,6,1
NAH85RL,Cynthia Williams,22,29,US,1932 Commerce Street,Yorktown Heights,New York,NY,463993,wharmangw@ucoz.com,323-751-3967,MALE,699-50-6810,3.00E+13,Diners Club,23-Nov,7690,MD,yachting,other-relative,exec-managerial,Married,14941.90379,4,1,5,2,0
6X3690S,Eric Thompson,106,31,US,11253 Pines Blvd,Pembroke Pines,Florida,FL,441491,wharmangw@ucoz.com,214-636-1722,FEMALE,133-75-5013,3.09E+15,JCB,23-Nov,5965,JD,video-games,wife,farming-fishing,Married,14941.90379,4,1,5,2,0
IPP6HRT,Larry Jozwiak,398,58,US,121 Tom Hill Sr. Blvd,Macon,Georgia,GA,469429,wharmangw@ucoz.com,865-569-4246,FEMALE,195-97-2890,3.70E+14,American Express,18-Sep,7873,Associate,cross-fit,wife,exec-managerial,Married,14941.90379,4,1,5,2,0
7GCX18X,Mark Reedy,214,41,US,101 N. Veterans Parkway,Bloomington,Illinois,IL,472214,bstrippelm7@tuttocitta.it,404-100-7577,MALE,697-76-7130,3.70E+14,American Express,18-Jul,8650,Masters,polo,not-in-family,tech-support,Married,4665.245047,3,1,9,3,1
0AXYQ9E,Melanie Asante,209,38,US,16922 Main Street,Hesperia,California,CA,614945,sbeed6b@123-reg.co.uk,716-615-3409,FEMALE,672-71-8517,4.11E+15,VISA,19-Apr,3198,MD,golf,other-relative,other-service,Married,2479.920134,1,0,2,5,0
UG4Q475,Sharyn Barefield,82,27,US,1960 SE Lund St,Port Orchard,Washington,WA,476727,sbeed6b@123-reg.co.uk,571-107-0326,MALE,727-73-6004,4.11E+15,VISA,20-Sep,6854,PhD,reading,not-in-family,adm-clerical,Married,2479.920134,1,0,2,5,0
BORLJU7,Julie Cox,193,41,US,1545 S Kipling Ct,Lakewood,Colorado,CO,438555,sbeed6b@123-reg.co.uk,408-247-4645,FEMALE,697-06-7260,3.00E+13,Diners Club,20-Jun,1313,JD,skydiving,not-in-family,craft-repair,Married,2479.920134,1,0,2,5,0
QKDNDLD,Erin Buettner,134,32,US,1414 DS South Foothill Drive,Salt Lake City,Utah,UT,440961,jtoplis6g@hhs.gov,520-544-6138,FEMALE,653-06-2578,3.09E+15,JCB,21-Dec,1345,PhD,base-jumping,wife,farming-fishing,Married,2759.978287,1,0,5,1,0
U318PUD,Margie Ohara,288,45,US,1799 Marlow Road,Santa Rosa,California,CA,616714,jtoplis6g@hhs.gov,516-164-2822,MALE,857-36-6854,3.00E+13,Diners Club,23-Nov,7690,Masters,polo,husband,priv-house-serv,Married,2759.978287,1,0,5,1,0
HFUTFT1,Jeffrey Landa,104,32,US,2043 S. Ellsworth Road,Mesa,Arizona,AZ,434247,jtoplis6g@hhs.gov,585-512-4034,MALE,405-84-5725,6.01E+15,Discover,19-Aug,102,High School,kayaking,own-child,exec-managerial,Married,2759.978287,1,0,5,1,0
XL4AMA1,William Jozwiak,431,54,US,1983 S Santiem Hwy,Lebanon,Oregon,OR,436547,aeastupck@simplemachines.org,540-188-0207,FEMALE,576-22-8479,3.70E+14,American Express,23-Sep,8815,Masters,paintball,own-child,craft-repair,Married,7762.590564,3,0,2,4,2
OUN3EKG,Robin Daniels,101,33,US,1501 Garth Brooks Blvd,Yukon,Oklahoma,OK,619540,aeastupck@simplemachines.org,937-564-0612,FEMALE,444-56-2555,3.70E+14,American Express,22-Mar,5613,Masters,reading,own-child,other-service,Married,7762.590564,3,0,2,4,2
ZFMQJ9R,Caitlin Buck,375,50,US,2085 Hamilton Creek Pkwy,Dacula,Georgia,GA,466283,aeastupck@simplemachines.org,228-133-0090,MALE,439-76-0744,4.11E+15,VISA,19-Jun,6951,Associate,bungie-jumping,other-relative,sales,Married,7762.590564,3,0,2,4,2
VPPRDAA,Earl Walker,461,61,US,1050 Ken Pratt Blvd,Longmont,Colorado,CO,449557,sstair8f@yellowbook.com,605-201-9649,MALE,638-70-2843,4.11E+15,VISA,18-Nov,8983,JD,exercise,husband,exec-managerial,Married,16985.49688,7,2,8,3,0
OZUTLWU,Teresa Osborn,428,59,US,2107 East Beltline Ave,Grand Rapids,Michigan,MI,473329,sstair8f@yellowbook.com,304-310-4493,FEMALE,820-99-6469,3.70E+14,American Express,23-Sep,3544,JD,hiking,other-relative,prof-specialty,Married,16985.49688,7,2,8,3,0
N7DYM8E,Patricia Montgomery,45,38,US,1031 Helen Power Drive,Vacaville,California,CA,470117,cburcher1o@tuttocitta.it,727-101-8643,MALE,799-48-1067,6.01E+15,Discover,23-May,7544,Masters,movies,not-in-family,machine-op-inspct,Divorced,4170.572119,1,0,1,4,0
XMMMZN5,Ashley Emmons,136,29,US,1 Crossgates Mall Road,Albany,New York,NY,600702,cburcher1o@tuttocitta.it,812-246-4032,FEMALE,778-94-4485,3.70E+14,American Express,23-Mar,2725,JD,video-games,other-relative,transport-moving,Divorced,4170.572119,1,0,1,4,0
XBUNZTU,Eugenia Gutshall,216,36,US,1015 Ocean Beach Hwy,Longview,Washington,WA,615921,tgeeves9w@nsw.gov.au,202-102-3733,FEMALE,446-84-1898,3.70E+14,American Express,18-May,2399,Associate,reading,unmarried,priv-house-serv,Divorced,5510.107444,3,3,6,7,0
YYK92CB,Lisa Figueroa,278,48,US,2015 W. Danforth Rd,Edmond,Oklahoma,OK,475588,tgeeves9w@nsw.gov.au,405-586-5620,FEMALE,205-21-6753,3.00E+13,Diners Club,19-May,7878,MD,dancing,not-in-family,farming-fishing,Divorced,5510.107444,3,3,6,7,0
7SVCBSG,Lamar Hernandez,295,48,US,2023-25 West Roscoe Street,Chicago,Illinois,IL,609409,tgeeves9w@nsw.gov.au,480-372-6288,FEMALE,470-44-0357,3.70E+14,American Express,19-Apr,9219,MD,polo,unmarried,exec-managerial,Divorced,5510.107444,3,3,6,7,0
6WQ80LW,John Roy,112,30,US,100 College Avenue,Athens,Georgia,GA,479852,bandertonej@goo.ne.jp,305-947-8989,FEMALE,795-91-7726,3.00E+13,Diners Club,23-Nov,2326,Masters,sleeping,not-in-family,prof-specialty,Divorced,2858.287371,1,0,8,7,3
TW8H56Q,Barbara Garmany,122,34,US,1406 Larimer St,Denver,Colorado,CO,452249,bandertonej@goo.ne.jp,330-266-8629,FEMALE,899-82-0626,3.00E+13,Diners Club,20-Apr,6171,Masters,polo,unmarried,prof-specialty,Divorced,2858.287371,1,0,8,7,3
341GJVA,Julio Bone,108,29,US,2192 N. Rainbow Blvd.,Las Vegas,Nevada,NV,441536,gdobbinscm@blogger.com,213-882-0476,FEMALE,431-33-4495,6.01E+15,Discover,20-May,8902,PhD,bungie-jumping,not-in-family,armed-forces,Single,8932.317753,5,0,0,2,0
KQ4ON3X,Mark Burrus,14,28,US,202 Sixth Street,Pittsburgh,Pennsylvania,PA,601617,gdobbinscm@blogger.com,904-693-3317,FEMALE,565-50-6963,4.11E+15,VISA,22-Jul,3192,Associate,board-games,unmarried,craft-repair,Single,8932.317753,5,0,0,2,0
BTA5PXU,Velma Martinez,298,45,US,1420 Beaumont Avenue,Beaumont,California,CA,442598,gdobbinscm@blogger.com,603-982-4172,MALE,886-82-6564,4.11E+15,VISA,19-Dec,6551,High School,yachting,unmarried,farming-fishing,Single,8932.317753,5,0,0,2,0
IAZRC27,Monica Echols,276,46,US,1005 International Drive,Wilmington,North Carolina,NC,430987,tveneur63@flickr.com,808-635-6020,FEMALE,857-83-5402,6.01E+15,Discover,23-Nov,561,Masters,bungie-jumping,husband,machine-op-inspct,Married,7735.465528,3,1,9,4,0
SCXI4HV,Dorothy Crandell,47,37,US,17901 108th Ave SE,Renton,Washington,WA,430104,agarnall7i@buzzfeed.com,760-985-3694,MALE,153-21-3223,3.09E+15,JCB,23-Sep,7477,High School,movies,not-in-family,other-service,Divorced,5715.312991,4,0,5,5,0
BIOKARC,Sherri Clayton,222,42,US,198 W. Roosevelt Rd.,Villa Park,Illinois,IL,612904,gcrosetti2a@1und1.de,850-541-2589,MALE,735-90-5738,3.09E+15,JCB,18-Aug,3940,Associate,hiking,not-in-family,armed-forces,Married,5394.703229,3,2,7,7,0
DWGK2M1,Nadia Lovelady,119,28,US,1574 South Bascom Ave,San Jose,California,CA,430886,gcrosetti2a@1und1.de,724-213-7226,MALE,477-05-7132,3.09E+15,JCB,20-Dec,3958,High School,hiking,husband,machine-op-inspct,Married,5394.703229,3,2,7,7,0
Z9PE7A4,Rita Lee,73,29,US,216 Old Tappan Road,Old Tappan,New Jersey,NJ,467947,gcrosetti2a@1und1.de,214-142-3400,MALE,840-05-5961,4.11E+15,VISA,23-Dec,7548,College,board-games,wife,protective-serv,Married,5394.703229,3,2,7,7,0
1M4F9P6,Laveta Goodman,8,31,US,1100 Ken Pratt Boulevard,Longmont,Colorado,CO,604804,mwippermann72@examiner.com,860-816-3843,FEMALE,636-39-1581,6.01E+15,Discover,19-May,7873,MD,kayaking,wife,transport-moving,Married,33053.26869,2,1,0,3,3
KHDYKS4,Dante Smith,294,44,US,15824 1st Avenue South,Burien,Washington,WA,460308,mwippermann72@examiner.com,832-472-9005,FEMALE,621-91-9101,6.01E+15,Discover,22-Jul,5698,PhD,kayaking,unmarried,farming-fishing,Married,33053.26869,2,1,0,3,3
3JK2MU2,Maria Sargent,324,46,US,2005 Lynnhaven Parkwayl,Virginia Beach,Virginia,VA,618862,mwippermann72@examiner.com,951-584-0121,MALE,442-33-5139,6.01E+15,Discover,18-Mar,3465,MD,board-games,wife,tech-support,Married,33053.26869,2,1,0,3,3
KCLTSEQ,James Lehtonen,155,34,US,1101 Peachtree Parkway,Peachtree City,Georgia,GA,462479,aeverisspe@joomla.org,414-293-0457,MALE,835-45-0665,3.09E+15,JCB,20-Dec,1346,Masters,dancing,other-relative,protective-serv,Married,5075.420953,3,2,9,0,0
ZTCXJXJ,Shawn Snow,261,45,US,1982 Grand River Avenue,Okemos,Michigan,MI,457555,aeverisspe@joomla.org,626-212-6845,FEMALE,279-98-3646,3.00E+13,Diners Club,21-Aug,9078,PhD,kayaking,other-relative,prof-specialty,Married,5075.420953,3,2,9,0,0
E4NNYO1,Rosa Reaves,245,40,US,2223 N. Westshore Blvd.,Tampa,Florida,FL,459984,mbewshawdk@timesonline.co.uk,410-165-7703,FEMALE,735-50-2204,3.00E+13,Diners Club,20-Sep,4284,Masters,skydiving,other-relative,armed-forces,Divorced,5935.572179,8,0,4,1,0
578X3BA,Florine Poole,235,39,US,1012 NW 21st Ave,Portland,Oregon,OR,434982,mbewshawdk@timesonline.co.uk,515-129-0473,MALE,809-79-4425,4.11E+15,VISA,21-Apr,6007,MD,exercise,wife,tech-support,Divorced,5935.572179,8,0,4,1,0
N4NDP3F,Scott Hale,53,36,US,1 Eastridge Mall,San Jose,California,CA,614233,cgymlett9u@cdbaby.com,540-242-6554,MALE,432-81-5119,4.11E+15,VISA,20-Sep,7655,Associate,basketball,not-in-family,handlers-cleaners,Married,19339.20282,2,0,3,4,0
OD6YAPE,Therese Guetersloh,426,54,US,2090 S Normal,Tempe,Arizona,AZ,605258,cgymlett9u@cdbaby.com,757-918-4299,FEMALE,491-86-0847,3.70E+14,American Express,22-Dec,8339,Masters,reading,not-in-family,adm-clerical,Married,19339.20282,2,0,3,4,0
AEGL9QF,Harry Chong,111,27,US,1790 East Kettleson Rd.,Moses Lake,Washington,WA,604377,nbesqueph@yandex.ru,615-351-1316,FEMALE,134-78-1334,5.50E+15,Master Card,19-Mar,6267,Masters,exercise,husband,tech-support,Married,3193.817363,1,0,0,5,0
0ZW7YWB,Georgia Hendricks,86,26,US,1630 Woodlawn Avenue,Charlotte,North Carolina,NC,434923,nbesqueph@yandex.ru,616-815-5098,MALE,827-01-1563,3.70E+14,American Express,19-Mar,2223,JD,cross-fit,other-relative,tech-support,Married,3193.817363,1,0,0,5,0
OSXEHFD,Barbara Piserchio,296,46,US,1745 South Easton Road,Doylestown,Pennsylvania,PA,476456,pgoodchildix@cbc.ca,512-815-0626,MALE,790-02-1936,6.01E+15,Discover,23-Dec,758,Masters,sleeping,not-in-family,craft-repair,Single,8231.223361,4,1,4,3,0
2A8O1EC,Lou New,125,35,US,17539 Vierra Canyon,Anderson,California,CA,446788,pgoodchildix@cbc.ca,336-903-9635,MALE,677-87-3788,3.00E+13,Diners Club,20-Dec,4355,JD,cross-fit,husband,tech-support,Single,8231.223361,4,1,4,3,0
EIIXDXU,Jessica Jones,177,34,US,22555 Mission Blvd,Hayward,California,CA,477382,pgoodchildix@cbc.ca,520-774-2490,FEMALE,437-82-5477,3.09E+15,JCB,22-Dec,8397,JD,bungie-jumping,unmarried,tech-support,Single,8231.223361,4,1,4,3,0
HSP1UOM,Edwardo Bailey,238,39,US,12262 Inwood Road,Dallas,Texas,TX,600275,pchasled0@ehow.com,952-267-0314,FEMALE,704-62-9772,4.11E+15,VISA,18-Aug,8208,JD,exercise,other-relative,protective-serv,Married,8923.154803,2,1,2,3,0
